3.283150000000000235e-01,9.616890000000000160e-01
2.240719999999999934e-01,3.583199999999997498e-02
9.737050000000000427e-01,3.736089999999999689e-01
7.918680000000000163e-01,6.331430000000000113e-01
4.535100000000003018e-02,5.811939999999999884e-01
3.401939999999999964e-01,2.267540000000000111e-01
5.930130000000000123e-01,4.547889999999999988e-01
4.114369999999999972e-01,8.046370000000000466e-01
3.979219999999999979e-01,6.794489999999999696e-01
2.202199999999999713e-01,4.158150000000000457e-01
1.818529999999999869e-01,2.527359999999999607e-01
8.483859999999999735e-01,1.253330000000000277e-01
3.632329999999999726e-01,9.786880000000000024e-01
2.213160000000000127e-01,4.717129999999999934e-01
9.279100000000001236e-02,2.680379999999999985e-01
9.664880000000000138e-01,1.826840000000000130e-01
4.451149999999999829e-01,1.861920000000000242e-01
2.451769999999999783e-01,1.215399999999999814e-02
9.884509999999999685e-01,5.541699999999999404e-01
1.337949999999999973e-01,2.474399999999998823e-02
2.087600000000000011e-01,2.366630000000000122e-01
6.905000000000000027e-01,8.786049999999999693e-01
5.629310000000000702e-01,5.456950000000000411e-01
4.135340000000000127e-01,8.191869999999999985e-01
6.193180000000000351e-01,1.961620000000000030e-01
6.196329999999999893e-01,1.404819999999999958e-01
9.117610000000000436e-01,1.703160000000000229e-01
1.550579999999999736e-01,8.246940000000000381e-01
5.917270000000000030e-01,6.344480000000000119e-01
8.209649999999999448e-01,5.587480000000000224e-01
7.273519999999999985e-01,4.001740000000000297e-01
9.465790000000000592e-01,5.775280000000000413e-01
4.792100000000000248e-01,5.750220000000000331e-01
6.846339999999999648e-01,6.303239999999999954e-01
5.602059999999999818e-01,8.084200000000002495e-02
2.726119999999999655e-01,3.193869999999999765e-01
8.449849999999999861e-01,9.241380000000000150e-01
7.059980000000000144e-01,6.797960000000000669e-01
5.231359999999999344e-01,3.568179999999999685e-01
3.953720000000000012e-01,8.828880000000000061e-01
5.343290000000000539e-01,5.924789999999999779e-01
2.782170000000000476e-01,7.780100000000000904e-01
6.673350000000000115e-01,1.709000000000016062e-03
1.168150000000000022e-01,3.093249999999999611e-01
9.951550000000000118e-01,2.330420000000000269e-01
7.415499999999997094e-02,2.383910000000000196e-01
1.914100000000001911e-02,4.565990000000000326e-01
3.265069999999999917e-01,5.661270000000000469e-01
3.801200000000000134e-01,9.513669999999999627e-01
6.765039999999999942e-01,5.103419999999999623e-01
9.504980000000000651e-01,8.803320000000000034e-01
3.704540000000000055e-01,1.069240000000000190e-01
1.128780000000000339e-01,7.806140000000000301e-01
3.406299999999999883e-01,8.725450000000000150e-01
3.197949999999999959e-01,5.497239999999999904e-01
8.675640000000000018e-01,1.723109999999999919e-01
3.573149999999999937e-01,6.950939999999999896e-01
7.576879999999999171e-01,1.143160000000000287e-01
1.750430000000000041e-01,1.619539999999999869e-01
8.006860000000000088e-01,2.290480000000000294e-01
7.190090000000000092e-01,9.425700000000003520e-02
2.652919999999999723e-01,9.247920000000000584e-01
9.629000000000000892e-01,2.225849999999999773e-01
8.944849999999999746e-01,6.315910000000000135e-01
6.567780000000000840e-01,9.137640000000000207e-01
9.379599999999999049e-02,2.213720000000000132e-01
3.950710000000000055e-01,4.072919999999999874e-01
9.250860000000000749e-01,1.258599999999999719e-01
1.639519999999999866e-01,2.693769999999999776e-01
5.005990000000000162e-01,8.494619999999999393e-01
1.870260000000000256e-01,5.152520000000000433e-01
9.720170000000000199e-01,9.250339999999999119e-01
6.437479999999999869e-01,7.478430000000000355e-01
9.643100000000000005e-01,2.576289999999999969e-01
8.333369999999999944e-01,6.753899999999996018e-02
3.500870000000000370e-01,6.850610000000000310e-01
8.136689999999999756e-01,9.353930000000000300e-01
4.270200000000001772e-02,2.342850000000000210e-01
7.189879999999999605e-01,6.595189999999999664e-01
7.737719999999999043e-01,3.603439999999999976e-01
6.722470000000000390e-01,3.611519999999999730e-01
1.819999999999999396e-02,5.439950000000000063e-01
9.886530000000000040e-01,4.775260000000000060e-01
2.397279999999999966e-01,5.896599999999999620e-01
8.154660000000000242e-01,6.760840000000000183e-01
7.454960000000000475e-01,2.159639999999999893e-01
4.733779999999999655e-01,4.091430000000000344e-01
7.903489999999999682e-01,1.325319999999999832e-01
1.152340000000000031e-01,5.495170000000000332e-01
4.952420000000000155e-01,5.508610000000000451e-01
7.103639999999999954e-01,8.461319999999999952e-01
8.533600000000000074e-01,2.542149999999999688e-01
4.656819999999999848e-01,8.229869999999999131e-01
6.621120000000000339e-01,6.708730000000000526e-01
5.410500000000001419e-02,4.866949999999999887e-01
3.780259999999999732e-01,9.374489999999999768e-01
7.122299999999998077e-02,6.946299999999999697e-02
5.671070000000000277e-01,2.122330000000000050e-01
7.020969999999999711e-01,6.647009999999999863e-01
4.418590000000000018e-01,8.183040000000000314e-01
5.538450000000000317e-01,4.498699999999999921e-01
9.764200000000000657e-01,4.810649999999999649e-01
4.812680000000000291e-01,2.517699999999999938e-01
1.840590000000000281e-01,-8.359000000000005315e-03
9.700630000000000086e-01,3.945489999999999831e-01
9.224999999999999867e-02,4.022679999999999589e-01
1.086380000000000123e-01,6.838269999999999627e-01
5.829659999999999842e-01,8.589169999999999305e-01
3.506380000000000052e-01,5.193189999999999751e-01
7.916450000000000431e-01,6.070280000000000120e-01
7.392250000000000210e-01,9.432709999999999706e-01
8.315040000000000209e-01,4.439649999999999985e-01
1.224080000000000168e-01,9.002890000000000059e-01
8.616770000000000262e-01,2.642379999999999729e-01
8.595850000000000435e-01,2.159800000000000053e-01
1.555990000000000428e-01,5.442249999999999588e-01
8.440769999999999662e-01,5.464350000000000041e-01
9.360589999999999744e-01,2.338569999999999816e-01
2.724500000000000255e-01,3.926299999999999235e-02
1.148720000000000296e-01,1.391620000000000079e-01
1.367129999999999734e-01,3.961919999999999886e-01
2.557470000000000021e-01,1.328699999999999326e-02
6.636779999999999902e-01,6.431780000000000275e-01
8.199650000000000549e-01,5.520439999999999792e-01
6.885809999999999986e-01,7.796480000000000077e-01
7.585700000000000776e-02,2.391530000000000045e-01
8.676400000000000778e-02,2.755309999999999704e-01
2.023969999999999936e-01,3.336310000000000109e-01
9.877920000000000034e-01,8.116550000000000153e-01
7.301819999999999977e-01,1.941749999999999865e-01
8.572109999999999452e-01,5.809500000000000774e-02
6.641070000000000029e-01,8.110169999999999879e-01
6.996249999999999414e-01,2.061069999999999847e-01
